service_id,date,exception_type
39845-__C804-LAMJV,20210504,1
39845-__C805-LAMJV,20210504,1
39851-CITH01-LAMJV,20210504,1
39851-CITH02-LAMJV,20210504,1
39851-CITH03-LAMJV,20210504,1
39851-CITH04-LAMJV,20210504,1
39851-CITH05-LAMJV,20210504,1
39851-CITH06-LAMJV,20210504,1
39874-__Z301-LAMJV,20210504,1
39874-__Z302-LAMJV,20210504,1
39874-__Z304-LAMJV,20210504,1
39874-__Z307-LAMJV,20210504,1
39874-__Z308-LAMJV,20210504,1
39874-__Z309-LAMJV,20210504,1
39876-__Z401-LAMJV,20210504,1
39876-__Z402-LAMJV,20210504,1
39876-__Z403-LAMJV,20210504,1
39876-__Z404-LAMJV,20210504,1
39876-__Z405-LAMJV,20210504,1
39876-__Z406-LAMJV,20210504,1
39876-__Z407-LAMJV,20210504,1
39876-__Z408-LAMJV,20210504,1
39876-__Z409-LAMJV,20210504,1
39876-__Z410-LAMJV,20210504,1
39876-__Z411-LAMJV,20210504,1
39903-_90101-LAMJV,20210504,1
39903-_90103-LAJV,20210504,1
39903-_90104-LAJV,20210504,1
39905-_90202-LAMJV,20210504,1
39905-_90204-LAMJV,20210504,1
39905-_90206-LAMJV,20210504,1
39905-_90208-LAMJV,20210504,1
39905-_90210-LAMJV,20210504,1
39905-_90211-LAJV,20210504,1
39905-_90213-LAJV,20210504,1
39905-_90215-LAJV,20210504,1
39905-_90217-LAJV,20210504,1
39905-_90219-LAJV,20210504,1
39905-_90221-LAJV,20210504,1
39906-_90301-LAMJV,20210504,1
39906-_90303-LAJV,20210504,1
39908-_90401-LAMJV,20210504,1
39908-_90403-LAJV,20210504,1
39910-_90501-LAMJV,20210504,1
39912-_90601-LAMJV,20210504,1
39912-_90603-LAJV,20210504,1
39914-_90703-LAMJV,20210504,1
39914-_90731-LAMJV,20210504,1
39914-_90733-LAJV,20210504,1
39914-_90734-LAJV,20210504,1
39915-_90801-LAMJV,20210504,1
39915-_90810-LAJV,20210504,1
39915-_90816-LAJV,20210504,1
39916-_90905-LAMJV,20210504,1
39916-_90908-LAJV,20210504,1
39916-_90914-LAJV,20210504,1
39917-_91001-LAMJV,20210504,1
39917-_91003-LAJV,20210504,1
39917-_91004-LAJV,20210504,1
39917-_91010-LAMJV,20210504,1
39919-_91102-LAJV,20210504,1
39919-_91103-LAJV,20210504,1
39919-_91104-LAMJV,20210504,1
39919-_91105-LAMJV,20210504,1
39919-_91106-LAJV,20210504,1
39921-_91202-LAMJV,20210504,1
39921-_91205-LAJV,20210504,1
39923-_91302-LAMJV,20210504,1
39923-_91306-LAMJV,20210504,1
39923-_91307-LAJV,20210504,1
39923-_91308-LAMJV,20210504,1
39923-_91309-LAJV,20210504,1
39923-_91311-LAJV,20210504,1
39923-_91313-LAJV,20210504,1
39924-_91402-LAMJV,20210504,1
39924-_91403-LAJV,20210504,1
39924-_91404-LAJV,20210504,1
39925-_91502-LAMJV,20210504,1
39925-_91503-LAJV,20210504,1
39925-_91504-LAJV,20210504,1
39927-_91602-LAMJV,20210504,1
39927-_91603-LAJV,20210504,1
39927-_91604-LAJV,20210504,1
39930-_91801-LAMJV,20210504,1
39930-_91803-LAJV,20210504,1
39931-_91901-LAMJV,20210504,1
39931-_91903-LAJV,20210504,1
39932-_92001-LAMJV,20210504,1
39932-_92002-LAMJV,20210504,1
39932-_92007-LAJV,20210504,1
39932-_92009-LAMJV,20210504,1
39933-_92101-LAMJV,20210504,1
39933-_92103-LAJV,20210504,1
39935-_92306-LAMJV,20210504,1
39935-_92311-LAJV,20210504,1
39935-_92312-LAJV,20210504,1
39935-_92313-LAJV,20210504,1
39937-_92401-LAMJV,20210504,1
39937-_92402-LAMJV,20210504,1
39937-_92404-LAJV,20210504,1
39937-_92405-LAJV,20210504,1
39939-_92601-LAMJV,20210504,1
39939-_92602-LAJV,20210504,1
39939-_92603-LAMJV,20210504,1
39939-_92604-LAJV,20210504,1
39939-_92605-LAJV,20210504,1
39939-_92606-LAJV,20210504,1
39939-_92607-LAJV,20210504,1
39940-_92701-LAMJV,20210504,1
39940-_92704-LAJV,20210504,1
39940-_92706-LAJV,20210504,1
39950-_93210-LAMJV,20210504,1
39950-_93211-LAMJV,20210504,1
39950-_93215-LAJV,20210504,1
39950-_93216-LAJV,20210504,1
39950-_93217-LAJV,20210504,1
39967-__6601-LAMJV,20210504,1
39967-__6602-LAMJV,20210504,1
39967-__6603-LAMJV,20210504,1
39967-__6604-LAMJV,20210504,1
39967-__6605-LAMJV,20210504,1
39967-__6606-LAMJV,20210504,1
39967-__6607-LAMJV,20210504,1
39967-__6608-LAMJV,20210504,1
39967-__6609-LAMJV,20210504,1
39967-__6610-LAMJV,20210504,1
39967-__6611-LAMJV,20210504,1
39967-__6612-LAMJV,20210504,1
39967-__6613-LAMJV,20210504,1
39967-__6614-LAMJV,20210504,1
39967-__6615-LAMJV,20210504,1
39967-__6616-LAMJV,20210504,1
39967-__6617-LAMJV,20210504,1
39967-__6618-LAMJV,20210504,1
39967-__6619-LAMJV,20210504,1
39967-__6620-LAMJV,20210504,1
39967-__6621-LAMJV,20210504,1
39967-__6622-LAMJV,20210504,1
39967-__6623-LAMJV,20210504,1
39980-_L9201-LAMJV,20210504,1
39980-_L9202-LAMJV,20210504,1
39980-_L9203-LAMJV,20210504,1
39980-_L9204-LAMJV,20210504,1
39980-_L9205-LAMJV,20210504,1
39980-_L9206-LAMJV,20210504,1
39980-_L9207-LAMJV,20210504,1
39980-_L9208-LAMJV,20210504,1
39980-_L9209-LAMJV,20210504,1
39980-_L9210-LAMJV,20210504,1
39980-_L9211-LAMJV,20210504,1
39980-_L9212-LAMJV,20210504,1
39980-_L9213-LAMJV,20210504,1
39980-_L9214-LAMJV,20210504,1
39980-_L9215-LAMJV,20210504,1
39980-_L9216-LAMJV,20210504,1
39980-_L9217-LAMJV,20210504,1
39980-_L9218-LAMJV,20210504,1
39980-_L9219-LAMJV,20210504,1
39980-_L9220-LAMJV,20210504,1
39980-_L9221-LAMJV,20210504,1
39980-_L9222-LAMJV,20210504,1
39980-_L9223-LAMJV,20210504,1
39980-_L9224-LAMJV,20210504,1
39980-_L9225-LAMJV,20210504,1
39980-_L9226-LAMJV,20210504,1
39980-_L9227-LAMJV,20210504,1
39980-_L9228-LAMJV,20210504,1
39980-_L9229-LAMJV,20210504,1
39980-_L9230-LAMJV,20210504,1
39980-_L9231-LAMJV,20210504,1
40055-_93101-LAMJV,20210504,1
40055-_93104-LAJV,20210504,1
40688-__8801-LAMJV,20210504,1
40688-__8802-LAMJV,20210504,1
40688-__8803-LAMJV,20210504,1
40688-__8804-LAMJV,20210504,1
40688-__8805-LAMJV,20210504,1
40688-__8806-LAMJV,20210504,1
40688-__8807-LAMJV,20210504,1
40688-__8808-LAMJV,20210504,1
40688-__8809-LAMJV,20210504,1
40688-__8810-LAMJV,20210504,1
40792-__Z801-LAMJV,20210504,1
40792-__Z802-LAMJV,20210504,1
40792-__Z803-LAMJV,20210504,1
40792-__Z804-LAMJV,20210504,1
40792-__Z805-LAMJV,20210504,1
40792-__Z806-LAMJV,20210504,1
40792-__Z807-LAMJV,20210504,1
40792-__Z808-LAMJV,20210504,1
40792-__Z809-LAMJV,20210504,1
40819-_61R01-LAMJV,20210504,1
40819-_61R02-LAMJV,20210504,1
40819-_61R03-LAMJV,20210504,1
40819-_61R04-LAMJV,20210504,1
40819-_61R05-LAMJV,20210504,1
40819-_61R06-LAMJV,20210504,1
40819-_61R07-LAMJV,20210504,1
40819-_61R08-LAMJV,20210504,1
40908-__8001-LAMJV,20210504,1
40908-__8002-LAMJV,20210504,1
40908-__8003-LAMJV,20210504,1
40908-__8004-LAMJV,20210504,1
40908-__8005-LAMJV,20210504,1
40908-__8006-LAMJV,20210504,1
40908-__8007-LAMJV,20210504,1
40908-__8008-LAMJV,20210504,1
40908-__8009-LAJV,20210504,1
40908-__8011-LAMJV,20210504,1
40908-__8012-LAMJV,20210504,1
40908-__8013-LAJV,20210504,1
40908-__8013-LAMJV,20210504,1
40908-__8014-LAMJV,20210504,1
40908-__8015-LAMJV,20210504,1
40908-__8016-LAMJV,20210504,1
40908-__8017-LAJV,20210504,1
40908-__8018-LAJV,20210504,1
40908-__8019-LAMJV,20210504,1
40908-__8020-LAMJV,20210504,1
40908-__8021-LAMJV,20210504,1
41005-L91E30-LAMJV,20210504,1
41005-L91E31-LAMJV,20210504,1
41005-L91E32-LAMJV,20210504,1
41005-L91E33-LAMJV,20210504,1
41005-L91E34-LAMJV,20210504,1
41005-L91E35-LAMJV,20210504,1
41071-__8401-LAMJV,20210504,1
41071-__8402-LAMJV,20210504,1
41071-__8403-LAMJV,20210504,1
41071-__8404-LAMJV,20210504,1
41071-__8405-LAMJV,20210504,1
41071-__8451-LAMJV,20210504,1
41071-__8452-LAMJV,20210504,1
41071-__8453-LAMJV,20210504,1
41071-__8454-LAMJV,20210504,1
41071-__8455-LAMJV,20210504,1
41071-__8456-LAMJV,20210504,1
41071-__8457-LAMJV,20210504,1
41071-__8458-LAMJV,20210504,1
41071-__8459-LAMJV,20210504,1
41079-__8701-LAMJV,20210504,1
41079-__8702-LAMJV,20210504,1
41079-__8703-LAMJV,20210504,1
41079-__8704-LAMJV,20210504,1
41079-__8705-LAMJV,20210504,1
41079-__8706-LAMJV,20210504,1
41079-__8707-LAMJV,20210504,1
41079-__8709-LAMJV,20210504,1
41079-__8710-LAMJV,20210504,1
41079-__8711-LAMJV,20210504,1
41079-__8750-LAMJV,20210504,1
41079-__8751-LAMJV,20210504,1
41079-__8752-LAMJV,20210504,1
41079-__8760-LAMJV,20210504,1
41079-__8761-LAMJV,20210504,1
41087-__8901-LAMJV,20210504,1
41087-__8902-LAMJV,20210504,1
41087-__8903-LAMJV,20210504,1
41087-__8904-LAMJV,20210504,1
41087-__8905-LAMJV,20210504,1
41087-__8906-LAMJV,20210504,1
41087-__8907-LAMJV,20210504,1
41087-__8908-LAMJV,20210504,1
41087-__8909-LAMJV,20210504,1
41087-__8910-LAMJV,20210504,1
41087-__8911-LAMJV,20210504,1
41087-__8912-LAMJV,20210504,1
41087-__8913-LAMJV,20210504,1
41087-__8914-LAMJV,20210504,1
41087-__8915-LAMJV,20210504,1
41087-__8916-LAMJV,20210504,1
41154-__6401-LAMJV,20210504,1
41154-__6402-LAMJV,20210504,1
41154-__6403-LAMJV,20210504,1
41154-__6404-LAMJV,20210504,1
41154-__6405-LAMJV,20210504,1
41154-__6406-LAMJV,20210504,1
41154-__6407-LAMJV,20210504,1
41154-__6409-LAMJV,20210504,1
41154-__6410-LAMJV,20210504,1
41154-__6411-LAMJV,20210504,1
41154-__6412-LAMJV,20210504,1
41154-__6413-LAMJV,20210504,1
41154-__6414-LAMJV,20210504,1
41154-__6415-LAMJV,20210504,1
41154-__6416-LAMJV,20210504,1
41154-__6417-LAMJV,20210504,1
41154-__6418-LAMJV,20210504,1
41154-__6419-LAMJV,20210504,1
41154-__6420-LAMJV,20210504,1
41154-__6421-LAMJV,20210504,1
41154-__6422-LAMJV,20210504,1
41154-__6472-LAMJV,20210504,1
41157-__6501-LAMJV,20210504,1
41157-__6502-LAMJV,20210504,1
41157-__6503-LAMJV,20210504,1
41157-__6504-LAMJV,20210504,1
41157-__6505-LAMJV,20210504,1
41157-__6506-LAMJV,20210504,1
41157-__6507-LAMJV,20210504,1
41157-__6508-LAMJV,20210504,1
41157-__6509-LAMJV,20210504,1
41160-_96401-LAMJV,20210504,1
41160-_96404-LAJV,20210504,1
41160-_96405-LAJV,20210504,1
41243-_21R01-LAMJV,20210504,1
41243-_21R02-LAMJV,20210504,1
41243-_21R03-LAMJV,20210504,1
41243-_21R04-LAMJV,20210504,1
41243-_21R05-LAMJV,20210504,1
41243-_21R06-LAMJV,20210504,1
41243-_21R07-LAMJV,20210504,1
41243-_21R08-LAMJV,20210504,1
41243-_21R09-LAMJV,20210504,1
41243-_21R10-LAMJV,20210504,1
41243-_21R11-LAMJV,20210504,1
41243-_21R12-LAMJV,20210504,1
41243-_21R13-LAMJV,20210504,1
41243-_21R14-LAMJV,20210504,1
41243-_21R15-LAMJV,20210504,1
41243-_21R16-LAMJV,20210504,1
41243-_21R19-LAMJV,20210504,1
41243-_21R20-LAMJV,20210504,1
41243-_21R21-LAMJV,20210504,1
41243-_21R22-LAMJV,20210504,1
41243-_21R23-LAMJV,20210504,1
41243-_21R24-LAMJV,20210504,1
41243-_21R25-LAMJV,20210504,1
41243-_21R26-LAMJV,20210504,1
41243-_21R27-LAMJV,20210504,1
41243-_21R28-LAMJV,20210504,1
41243-_21R29-LAMJV,20210504,1
41243-_21R30-LAMJV,20210504,1
41243-_21R31-LAMJV,20210504,1
41243-_21R32-LAMJV,20210504,1
41243-_21R33-LAMJV,20210504,1
41243-_21R34-LAMJV,20210504,1
41243-_21R35-LAMJV,20210504,1
41243-_21R36-LAMJV,20210504,1
41243-_21R37-LAMJV,20210504,1
41243-_21R38-LAMJV,20210504,1
41243-_21R39-LAMJV,20210504,1
41243-_21R40-LAMJV,20210504,1
41243-_21R41-LAMJV,20210504,1
41243-_21R42-LAMJV,20210504,1
41243-_21R43-LAMJV,20210504,1
41243-_21R44-LAMJV,20210504,1
41243-_21R45-LAMJV,20210504,1
41243-_21R46-LAMJV,20210504,1
41243-_21R47-LAMJV,20210504,1
41243-_21R48-LAMJV,20210504,1
41243-_21R49-LAMJV,20210504,1
41243-_21R50-LAMJV,20210504,1
41243-_21R51-LAMJV,20210504,1
41243-_21R52-LAMJV,20210504,1
41243-_21R54-LAMJV,20210504,1
41243-_21R55-LAMJV,20210504,1
41243-_21R57-LAMJV,20210504,1
41243-_21R58-LAMJV,20210504,1
41243-_21R59-LAMJV,20210504,1
41243-_21R60-LAMJV,20210504,1
41247-_ME101-LAMJV,20210504,1
41247-_ME102-LAMJV,20210504,1
41247-_ME103-LAMJV,20210504,1
41247-_ME104-LAMJV,20210504,1
41247-_ME105-LAMJV,20210504,1
41247-_ME106-LAMJV,20210504,1
41247-_ME107-LAMJV,20210504,1
41247-_ME108-LAMJV,20210504,1
41247-_ME109-LAMJV,20210504,1
41247-_ME110-LAMJV,20210504,1
41247-_ME111-LAMJV,20210504,1
41247-_ME112-LAMJV,20210504,1
41247-_ME113-LAMJV,20210504,1
41247-_ME114-LAMJV,20210504,1
41247-_ME115-LAMJV,20210504,1
41247-_ME116-LAMJV,20210504,1
41247-_ME117-LAMJV,20210504,1
41247-_ME118-LAMJV,20210504,1
41247-_ME119-LAMJV,20210504,1
41247-_ME120-LAMJV,20210504,1
41247-_ME121-LAMJV,20210504,1
41247-_ME122-LAMJV,20210504,1
41247-_ME123-LAMJV,20210504,1
41247-_ME124-LAMJV,20210504,1
41247-_ME125-LAMJV,20210504,1
41247-_ME126-LAMJV,20210504,1
41247-_ME127-LAMJV,20210504,1
41247-_ME128-LAMJV,20210504,1
41247-_ME129-LAMJV,20210504,1
41247-_ME130-LAMJV,20210504,1
41247-_ME131-LAMJV,20210504,1
41247-_ME132-LAMJV,20210504,1
41247-_ME133-LAMJV,20210504,1
41247-_ME134-LAMJV,20210504,1
41257-_L9001-LAMJV,20210504,1
41257-_L9002-LAMJV,20210504,1
41257-_L9003-LAMJV,20210504,1
41257-_L9004-LAMJV,20210504,1
41257-_L9005-LAMJV,20210504,1
41257-_L9006-LAMJV,20210504,1
41257-_L9007-LAMJV,20210504,1
41257-_L9008-LAMJV,20210504,1
41257-_L9009-LAMJV,20210504,1
41257-_L9010-LAMJV,20210504,1
41257-_L9011-LAMJV,20210504,1
41257-_L9012-LAMJV,20210504,1
41257-_L9013-LAMJV,20210504,1
41257-_L9014-LAMJV,20210504,1
41257-_L9015-LAMJV,20210504,1
41257-_L9016-LAMJV,20210504,1
41257-_L9017-LAMJV,20210504,1
41257-_L9018-LAMJV,20210504,1
41257-_L9019-LAMJV,20210504,1
41257-_L9020-LAMJV,20210504,1
41257-_L9021-LAMJV,20210504,1
41257-_L9022-LAMJV,20210504,1
41257-_L9023-LAMJV,20210504,1
41257-_L9024-LAMJV,20210504,1
41257-_L9025-LAMJV,20210504,1
41257-_L9026-LAMJV,20210504,1
41257-_L9027-LAMJV,20210504,1
41257-_L9050-LAMJV,20210504,1
41257-_L9051-LAMJV,20210504,1
41257-_L9052-LAMJV,20210504,1
41257-_L9053-LAMJV,20210504,1
41257-_L9054-LAMJV,20210504,1
41257-_L9055-LAMJV,20210504,1
41257-_L9056-LAMJV,20210504,1
41257-_L9057-LAMJV,20210504,1
41257-_L9058-LAMJV,20210504,1
41257-_L9059-LAMJV,20210504,1
41257-_L9060-LAMJV,20210504,1
41282-__1301-LAMJV,20210504,1
41282-__1302-LAMJV,20210504,1
41282-__1303-LAMJV,20210504,1
41282-__1304-LAMJV,20210504,1
41282-__1305-LAMJV,20210504,1
41282-__1306-LAMJV,20210504,1
41282-__1307-LAMJV,20210504,1
41282-__1308-LAMJV,20210504,1
41282-__1309-LAMJV,20210504,1
41282-__1310-LAMJV,20210504,1
41282-__1311-LAMJV,20210504,1
41282-__1312-LAMJV,20210504,1
41282-__1313-LAMJV,20210504,1
41282-__1314-LAMJV,20210504,1
41282-__1315-LAMJV,20210504,1
41282-__1316-LAMJV,20210504,1
41282-__1317-LAMJV,20210504,1
41282-__1318-LAMJV,20210504,1
41282-__1319-LAMJV,20210504,1
41282-__1320-LAMJV,20210504,1
41282-__1321-LAMJV,20210504,1
41282-__1322-LAMJV,20210504,1
41282-__1323-LAMJV,20210504,1
41282-__1324-LAMJV,20210504,1
41282-__1325-LAMJV,20210504,1
41282-__1326-LAMJV,20210504,1
41282-__1332-LAMJV,20210504,1
41299-CITL01-LAMJV,20210504,1
41299-CITL02-LAMJV,20210504,1
41299-CITL03-LAMJV,20210504,1
41299-CITL04-LAMJV,20210504,1
41299-CITL05-LAMJV,20210504,1
41299-CITL06-LAMJV,20210504,1
41299-CITL07-LAMJV,20210504,1
41299-CITL08-LAMJV,20210504,1
41303-__L201-LAMJV,20210504,1
41303-__L202-LAMJV,20210504,1
41303-__L250-LAMJV,20210504,1
41303-__L251-LAMJV,20210504,1
41303-__L252-LAMJV,20210504,1
41303-__L253-LAMJV,20210504,1
41303-__L254-LAMJV,20210504,1
41303-__L255-LAMJV,20210504,1
41303-__L256-LAMJV,20210504,1
41303-__L257-LAMJV,20210504,1
41306-__L550-LAMJV,20210504,1
41306-__L551-LAMJV,20210504,1
41306-__L552-LAMJV,20210504,1
41306-__L553-LAMJV,20210504,1
41306-__L554-LAMJV,20210504,1
41306-__L555-LAMJV,20210504,1
41306-__L556-LAMJV,20210504,1
41306-__L557-LAMJV,20210504,1
41306-__L558-LAMJV,20210504,1
41306-__L559-LAMJV,20210504,1
41306-__L560-LAMJV,20210504,1
41306-__L561-LAMJV,20210504,1
41306-__L562-LAMJV,20210504,1
41306-__L563-LAMJV,20210504,1
41306-__L564-LAMJV,20210504,1
41306-__L565-LAMJV,20210504,1
41306-__L566-LAMJV,20210504,1
41306-__L567-LAMJV,20210504,1
41306-__L568-LAMJV,20210504,1
41306-__L569-LAMJV,20210504,1
41306-__L570-LAMJV,20210504,1
41306-__L571-LAMJV,20210504,1
41306-__L572-LAMJV,20210504,1
41306-__L573-LAMJV,20210504,1
41306-__L574-LAMJV,20210504,1
41306-__L575-LAMJV,20210504,1
41306-__L576-LAMJV,20210504,1
41306-__L577-LAMJV,20210504,1
41306-__L578-LAMJV,20210504,1
41306-__L579-LAMJV,20210504,1
41306-__L580-LAMJV,20210504,1
41321-__3001-LAMJV,20210504,1
41321-__3002-LAMJV,20210504,1
41321-__3003-LAMJV,20210504,1
41321-__3004-LAMJV,20210504,1
41321-__3005-LAMJV,20210504,1
41321-__3006-LAMJV,20210504,1
41321-__3007-LAMJV,20210504,1
41329-__3401-LAMJV,20210504,1
41329-__3402-LAMJV,20210504,1
41329-__3403-LAMJV,20210504,1
41329-__3404-LAMJV,20210504,1
41329-__3405-LAMJV,20210504,1
41329-__3406-LAMJV,20210504,1
41329-__3407-LAMJV,20210504,1
41329-__3408-LAMJV,20210504,1
41329-__3409-LAMJV,20210504,1
41329-__3410-LAMJV,20210504,1
41329-__3411-LAMJV,20210504,1
41329-__3412-LAMJV,20210504,1
41343-CITT01-LAMJV,20210504,1
41343-CITT02-LAMJV,20210504,1
41343-CITT03-LAMJV,20210504,1
41343-CITT04-LAMJV,20210504,1
41343-CITT05-LAMJV,20210504,1
41343-CITT06-LAMJV,20210504,1
41343-CITT07-LAMJV,20210504,1
41343-CITT08-LAMJV,20210504,1
41343-CITT09-LAMJV,20210504,1
41343-CITT10-LAMJV,20210504,1
41343-CITT11-LAMJV,20210504,1
41343-CITT12-LAMJV,20210504,1
41386-__L450-LAMJV,20210504,1
41386-__L451-LAMJV,20210504,1
41386-__L452-LAMJV,20210504,1
41386-__L453-LAMJV,20210504,1
41386-__L454-LAMJV,20210504,1
41386-__L455-LAMJV,20210504,1
41386-__L456-LAMJV,20210504,1
41386-__L457-LAMJV,20210504,1
41386-__L458-LAMJV,20210504,1
41386-__L459-LAMJV,20210504,1
41386-__L460-LAMJV,20210504,1
41386-__L461-LAMJV,20210504,1
41386-__L462-LAMJV,20210504,1
41386-__L463-LAMJV,20210504,1
41386-__L464-LAMJV,20210504,1
41386-__L465-LAMJV,20210504,1
41386-__L466-LAMJV,20210504,1
41386-__L467-LAMJV,20210504,1
41386-__L468-LAMJV,20210504,1
41386-__L469-LAMJV,20210504,1
41386-__L470-LAMJV,20210504,1
41386-__L471-LAMJV,20210504,1
41386-__L472-LAMJV,20210504,1
41386-__L473-LAMJV,20210504,1
41386-__L474-LAMJV,20210504,1
41386-__L475-LAMJV,20210504,1
41386-__L476-LAMJV,20210504,1
41386-__L477-LAMJV,20210504,1
41386-__L478-LAMJV,20210504,1
41386-__L479-LAMJV,20210504,1
41404-__5101-LAMJV,20210504,1
41404-__5102-LAMJV,20210504,1
41404-__5103-LAMJV,20210504,1
41404-__5104-LAMJV,20210504,1
41404-__5105-LAMJV,20210504,1
41404-__5106-LAMJV,20210504,1
41404-__5113-LAMJV,20210504,1
41413-__1701-LAMJV,20210504,1
41413-__1702-LAMJV,20210504,1
41413-__1703-LAMJV,20210504,1
41413-__1704-LAMJV,20210504,1
41413-__1705-LAMJV,20210504,1
41413-__1706-LAMJV,20210504,1
41413-__1707-LAMJV,20210504,1
41413-__1708-LAMJV,20210504,1
41413-__1709-LAMJV,20210504,1
41415-_MWR01-LAMJV,20210504,1
41415-_MWR02-LAMJV,20210504,1
41415-_MWR04-LAMJV,20210504,1
41415-_MWR50-LAMJV,20210504,1
41415-_MWR51-LAMJV,20210504,1
41426-_ME201-LAMJV,20210504,1
41426-_ME202-LAMJV,20210504,1
41426-_ME203-LAMJV,20210504,1
41426-_ME204-LAMJV,20210504,1
41426-_ME205-LAMJV,20210504,1
41426-_ME206-LAMJV,20210504,1
41426-_ME207-LAMJV,20210504,1
41426-_ME208-LAMJV,20210504,1
41426-_ME209-LAMJV,20210504,1
41426-_ME210-LAMJV,20210504,1
41426-_ME211-LAMJV,20210504,1
41426-_ME212-LAMJ,20210504,1
41426-_ME212-LAMJV,20210504,1
41426-_ME213-LAMJV,20210504,1
41426-_ME214-LAMJV,20210504,1
41426-_ME215-LAMJV,20210504,1
41426-_ME216-LAMJV,20210504,1
41426-_ME217-LAMJV,20210504,1
41426-_ME218-LAMJV,20210504,1
41426-_ME219-LAMJV,20210504,1
41426-_ME220-LAMJV,20210504,1
41426-_ME221-LAMJV,20210504,1
41426-_ME222-LAMJV,20210504,1
41426-_ME223-LAMJV,20210504,1
41426-_ME224-LAMJV,20210504,1
41426-_ME225-LAMJV,20210504,1
41426-_ME226-LAMJ,20210504,1
41426-_ME226-LAMJV,20210504,1
41426-_ME227-LAMJV,20210504,1
41426-_ME228-LAMJV,20210504,1
41426-_ME229-LAMJV,20210504,1
41426-_ME230-LAMJV,20210504,1
41426-_ME231-LAMJV,20210504,1
41426-_ME232-LAMJV,20210504,1
41426-_ME233-LAMJV,20210504,1
41426-_ME234-LAMJV,20210504,1
41426-_ME235-LAMJV,20210504,1
41426-_ME236-LAMJV,20210504,1
41426-_ME237-LAMJV,20210504,1
41426-_ME238-LAMJV,20210504,1
41426-_ME239-LAMJV,20210504,1
41426-_ME240-LAMJV,20210504,1
41426-_ME241-LAMJV,20210504,1
41426-_ME242-LAMJV,20210504,1
41426-_ME243-LAMJV,20210504,1
41426-_ME244-LAMJV,20210504,1
41426-_ME245-LAMJV,20210504,1
41426-_ME246-LAMJV,20210504,1
41426-_ME247-LAMJV,20210504,1
41426-_ME248-LAMJ,20210504,1
41426-_ME248-LAMJV,20210504,1
41426-_ME249-LAMJV,20210504,1
41426-_ME250-LAMJV,20210504,1
41426-_ME251-LAMJV,20210504,1
41426-_ME252-LAMJV,20210504,1
41426-_ME253-LAMJV,20210504,1
41426-_ME254-LAMJV,20210504,1
41426-_ME255-LAMJV,20210504,1
41426-_ME256-LAMJV,20210504,1
41426-_ME257-LAMJV,20210504,1
41426-_ME258-LAMJV,20210504,1
41426-_ME259-LAMJV,20210504,1
41426-_ME260-LAMJV,20210504,1
41426-_ME261-LAMJV,20210504,1
41426-_ME262-LAMJV,20210504,1
41426-_ME263-LAMJV,20210504,1
41426-_ME264-LAMJV,20210504,1
41426-_ME265-LAMJV,20210504,1
41426-_ME266-LAMJV,20210504,1
41426-_ME267-LAMJV,20210504,1
41426-_ME268-LAMJV,20210504,1
41426-_ME269-LAMJ,20210504,1
41426-_ME269-LAMJV,20210504,1
41426-_ME270-LAMJV,20210504,1
41426-_ME271-LAMJV,20210504,1
41426-_ME272-LAMJV,20210504,1
41426-_ME273-LAMJV,20210504,1
41426-_ME274-LAMJV,20210504,1
41426-_ME275-LAMJV,20210504,1
41426-_ME276-LAMJV,20210504,1
41426-_ME277-LAMJV,20210504,1
41426-_ME278-LAMJV,20210504,1
41426-_ME279-LAMJV,20210504,1
41426-_ME280-LAMJV,20210504,1
41426-_ME281-LAMJV,20210504,1
41426-_ME282-LAMJV,20210504,1
41426-_ME283-LAMJV,20210504,1
41426-_ME284-LAMJV,20210504,1
41426-_ME285-LAMJV,20210504,1
41427-__1501-LAMJV,20210504,1
41427-__1502-LAMJV,20210504,1
41427-__1503-LAMJV,20210504,1
41427-__1504-LAMJV,20210504,1
41427-__1505-LAMJV,20210504,1
41427-__1506-LAMJV,20210504,1
41427-__1507-LAMJV,20210504,1
41427-__1508-LAMJV,20210504,1
41427-__1509-LAMJV,20210504,1
41427-__1510-LAMJV,20210504,1
41427-__1511-LAMJV,20210504,1
41427-__1544-LAMJV,20210504,1
41427-__1545-LAMJV,20210504,1
41430-__1601-LAMJV,20210504,1
41430-__1602-LAMJV,20210504,1
41430-__1603-LAMJV,20210504,1
41430-__1604-LAMJV,20210504,1
41430-__1605-LAMJV,20210504,1
41430-__1606-LAMJV,20210504,1
41430-__1607-LAMJV,20210504,1
41430-__1608-LAMJV,20210504,1
41430-__1609-LAMJV,20210504,1
41430-__1610-LAMJV,20210504,1
41430-__1611-LAMJV,20210504,1
41430-__1614-LAMJV,20210504,1
41438-__C901-LAMJV,20210504,1
41438-__C902-LAMJV,20210504,1
41438-__C903-LAMJV,20210504,1
41438-__C904-LAMJV,20210504,1
41438-__C905-LAMJV,20210504,1
41438-__C906-LAMJV,20210504,1
41438-__C907-LAMJV,20210504,1
41440-__L650-LAMJV,20210504,1
41440-__L651-LAMJV,20210504,1
41440-__L652-LAMJV,20210504,1
41440-__L653-LAMJV,20210504,1
41440-__L654-LAMJV,20210504,1
41440-__L655-LAMJV,20210504,1
41440-__L656-LAMJV,20210504,1
41441-__5501-LAMJV,20210504,1
41441-__5502-LAMJV,20210504,1
41441-__5503-LAMJV,20210504,1
